,material_id,cif,prop
120,JVASP-18707,"# generated using pymatgen
data_VGaNi2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.04807558
_cell_length_b   4.04807558
_cell_length_c   4.04807558
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   VGaNi2
_chemical_formula_sum   'V1 Ga1 Ni2'
_cell_volume   46.90626359
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.50000030  0.50000030  0.50000030  1
  Ga  Ga1  1  0.00000000  0.00000000  0.00000000  1
  Ni  Ni2  1  0.75000044  0.75000044  0.75000044  1
  Ni  Ni3  1  0.25000015  0.25000015  0.25000015  1
",-5.463818817202007
121,JVASP-41869,"# generated using pymatgen
data_Sc2NiOs
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.45562660
_cell_length_b   4.45562660
_cell_length_c   4.45562660
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sc2NiOs
_chemical_formula_sum   'Sc2 Ni1 Os1'
_cell_volume   62.54770327
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.25000030  0.25000030  0.25000030  1
  Sc  Sc1  1  0.75000090  0.75000090  0.75000090  1
  Ni  Ni2  1  0.50000060  0.50000060  0.50000060  1
  Os  Os3  1  0.00000000  0.00000000  0.00000000  1
",-1.259541950071069e-06
122,JVASP-41867,"# generated using pymatgen
data_Sc2GaCu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.62185120
_cell_length_b   4.62185120
_cell_length_c   4.62185120
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sc2GaCu
_chemical_formula_sum   'Sc2 Ga1 Cu1'
_cell_volume   69.81245004
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.25000018  0.25000018  0.25000018  1
  Sc  Sc1  1  0.75000053  0.75000053  0.75000053  1
  Ga  Ga2  1  0.00000000  0.00000000  0.00000000  1
  Cu  Cu3  1  0.50000036  0.50000036  0.50000036  1
",-0.9514785727668974
123,JVASP-20075,"# generated using pymatgen
data_TiIr3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.83372126
_cell_length_b   3.83372126
_cell_length_c   3.83372126
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiIr3
_chemical_formula_sum   'Ti1 Ir3'
_cell_volume   56.34580637
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.00000000  0.00000000  0.00000000  1
  Ir  Ir1  1  0.50000016  0.50000016  0.00000000  1
  Ir  Ir2  1  0.50000016  0.00000000  0.50000016  1
  Ir  Ir3  1  0.00000000  0.50000016  0.50000016  1
",-0.49738843646948633
124,JVASP-39819,"# generated using pymatgen
data_GaGeRu2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.22892863
_cell_length_b   4.22892863
_cell_length_c   4.22892863
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GaGeRu2
_chemical_formula_sum   'Ga1 Ge1 Ru2'
_cell_volume   53.47811219
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ga  Ga0  1  0.50000069  0.50000069  0.50000069  1
  Ge  Ge1  1  0.00000000  0.00000000  0.00000000  1
  Ru  Ru2  1  0.25000034  0.25000034  0.25000034  1
  Ru  Ru3  1  0.75000103  0.75000103  0.75000103  1
",-3.635357060646564
125,JVASP-8260,"# generated using pymatgen
data_YVO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.76824191
_cell_length_b   3.76824191
_cell_length_c   3.76824191
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   YVO3
_chemical_formula_sum   'Y1 V1 O3'
_cell_volume   53.50770518
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.00000000  0.00000000  0.00000000  1
  V  V1  1  0.50000025  0.50000025  0.50000025  1
  O  O2  1  0.00000000  0.50000025  0.50000025  1
  O  O3  1  0.50000025  0.00000000  0.50000025  1
  O  O4  1  0.50000025  0.50000025  0.00000000  1
",-4.5236678441641685
126,JVASP-134799,"# generated using pymatgen
data_AlCN
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.87303751
_cell_length_b   3.09026865
_cell_length_c   3.99294261
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlCN
_chemical_formula_sum   'Al1 C1 N1'
_cell_volume   35.45117216
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.00000000  0.00000000  0.83062671  1
  C  C1  1  0.49999957  0.00000000  0.47082739  1
  N  N2  1  0.49999957  0.00000000  0.15578829  1
",-10.235058086186115
127,JVASP-14646,"# generated using pymatgen
data_TiFe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.91563130
_cell_length_b   2.91563130
_cell_length_c   2.91563130
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiFe
_chemical_formula_sum   'Ti1 Fe1'
_cell_volume   24.78550737
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.00000000  0.00000000  0.00000000  1
  Fe  Fe1  1  0.50000022  0.50000022  0.50000022  1
",-0.25712080634256446
128,JVASP-93368,"# generated using pymatgen
data_NbO
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.19190027
_cell_length_b   4.19190027
_cell_length_c   4.19190027
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NbO
_chemical_formula_sum   'Nb3 O3'
_cell_volume   73.66018843
_cell_formula_units_Z   3
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  1  0.00000000  0.50000003  0.50000003  1
  Nb  Nb1  1  0.50000003  0.50000003  0.00000000  1
  Nb  Nb2  1  0.50000003  0.00000000  0.50000003  1
  O  O3  1  0.00000000  0.00000000  0.50000003  1
  O  O4  1  0.00000000  0.50000003  0.00000000  1
  O  O5  1  0.50000003  0.00000000  0.00000000  1
",-4.104938143369133
129,JVASP-15050,"# generated using pymatgen
data_TiGa
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.77967312
_cell_length_b   2.77967312
_cell_length_c   3.91299244
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiGa
_chemical_formula_sum   'Ti1 Ga1'
_cell_volume   30.23405944
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.50000056  0.50000056  0.50000031  1
  Ga  Ga1  1  0.00000000  0.00000000  0.00000000  1
",-0.5815773671333639
130,JVASP-20068,"# generated using pymatgen
data_B2Ru
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.85018143
_cell_length_b   4.62500659
_cell_length_c   4.02294058
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   B2Ru
_chemical_formula_sum   'B4 Ru2'
_cell_volume   53.03083672
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  B  B0  1  0.00000000  0.30377754  0.63754394  1
  B  B1  1  0.50000025  0.19622168  0.36245627  1
  B  B2  1  0.00000000  0.69622091  0.63754394  1
  B  B3  1  0.50000025  0.80377677  0.36245627  1
  Ru  Ru4  1  0.00000000  0.49999963  0.15128654  1
  Ru  Ru5  1  0.50000025  0.00000000  0.84871368  1
",-1.5117477656277685
131,JVASP-36654,"# generated using pymatgen
data_VCo3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.46401446
_cell_length_b   3.46401446
_cell_length_c   3.46401446
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   VCo3
_chemical_formula_sum   'V1 Co3'
_cell_volume   41.56608191
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.00000000  0.00000000  0.00000000  1
  Co  Co1  1  0.50000064  0.50000064  0.00000000  1
  Co  Co2  1  0.50000064  0.00000000  0.50000064  1
  Co  Co3  1  0.00000000  0.50000064  0.50000064  1
",-0.3736277001405144
132,JVASP-67265,"# generated using pymatgen
data_TiBeRh
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.79748234
_cell_length_b   2.79748234
_cell_length_c   5.72503693
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiBeRh
_chemical_formula_sum   'Ti1 Be1 Rh1'
_cell_volume   38.80106366
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.00000000  0.00000000  0.32472055  1
  Be  Be1  1  0.33333344  0.66666688  0.98090300  1
  Rh  Rh2  1  0.66666714  0.33333344  0.69437415  1
",-4.517391814250797
133,JVASP-71009,"# generated using pymatgen
data_Sc2BeBr
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.75769814
_cell_length_b   3.75769814
_cell_length_c   5.32117081
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sc2BeBr
_chemical_formula_sum   'Sc2 Be1 Br1'
_cell_volume   75.13650312
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.00000000  0.00000000  0.50000008  1
  Sc  Sc1  1  0.49999975  0.49999975  0.00000000  1
  Be  Be2  1  0.00000000  0.00000000  0.00000000  1
  Br  Br3  1  0.49999975  0.49999975  0.50000008  1
",-3.8089911148789564
134,JVASP-139413,"# generated using pymatgen
data_MgNbO
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.88269741
_cell_length_b   2.90544940
_cell_length_c   5.87417911
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgNbO
_chemical_formula_sum   'Mg1 Nb1 O1'
_cell_volume   49.19937188
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.00000000  0.00000000  0.85410946  1
  Nb  Nb1  1  0.49999955  0.00000000  0.39580610  1
  O  O2  1  0.49999955  0.00000000  0.07624815  1
",-5.690893166778168
135,JVASP-18033,"# generated using pymatgen
data_TiZn3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.85649402
_cell_length_b   3.85649402
_cell_length_c   3.85649402
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiZn3
_chemical_formula_sum   'Ti1 Zn3'
_cell_volume   57.35588505
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.00000000  0.00000000  0.00000000  1
  Zn  Zn1  1  0.00000000  0.50000052  0.50000052  1
  Zn  Zn2  1  0.50000052  0.50000052  0.00000000  1
  Zn  Zn3  1  0.50000052  0.00000000  0.50000052  1
",-1.9151836854295246
136,JVASP-15288,"# generated using pymatgen
data_ZrSiS
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.51796442
_cell_length_b   3.51796442
_cell_length_c   8.02792212
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZrSiS
_chemical_formula_sum   'Zr2 Si2 S2'
_cell_volume   99.35415531
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zr  Zr0  1  0.50000063  0.00000000  0.72907590  1
  Zr  Zr1  1  0.00000000  0.50000063  0.27092455  1
  Si  Si2  1  0.50000063  0.50000063  0.00000000  1
  Si  Si3  1  0.00000000  0.00000000  0.00000000  1
  S  S4  1  0.00000000  0.50000063  0.62059269  1
  S  S5  1  0.50000063  0.00000000  0.37940776  1
",-6.616007888632035e-06
137,JVASP-71080,"# generated using pymatgen
data_BeZn2Ru
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.98340604
_cell_length_b   2.98340604
_cell_length_c   5.53367609
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BeZn2Ru
_chemical_formula_sum   'Be1 Zn2 Ru1'
_cell_volume   49.25365483
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Be  Be0  1  0.00000000  0.00000000  0.53737204  1
  Zn  Zn1  1  0.00000000  0.00000000  0.98468012  1
  Zn  Zn2  1  0.49999934  0.49999934  0.26050071  1
  Ru  Ru3  1  0.49999934  0.49999934  0.71744441  1
",-5.607658630195124
138,JVASP-138460,"# generated using pymatgen
data_CaPO
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.04887352
_cell_length_b   3.39957337
_cell_length_c   4.48504064
_cell_angle_alpha   90.00000000
_cell_angle_beta   92.00383022
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaPO
_chemical_formula_sum   'Ca1 P1 O1'
_cell_volume   61.69633357
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.84951138  0.00000000  0.85096668  1
  P  P1  1  0.33585080  0.00000000  0.41305379  1
  O  O2  1  0.35742632  0.00000000  0.05027820  1
",-3.1797452776032364
139,JVASP-67710,"# generated using pymatgen
data_ScBeZn2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.29688566
_cell_length_b   4.29688566
_cell_length_c   4.29688566
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ScBeZn2
_chemical_formula_sum   'Sc1 Be1 Zn2'
_cell_volume   56.09787295
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.74999926  0.74999926  0.74999926  1
  Be  Be1  1  0.49999950  0.49999950  0.49999950  1
  Zn  Zn2  1  0.00000000  0.00000000  0.00000000  1
  Zn  Zn3  1  0.24999975  0.24999975  0.24999975  1
",-3.488679551531583
140,JVASP-16526,"# generated using pymatgen
data_ScGa
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.44760372
_cell_length_b   5.44760372
_cell_length_c   3.85460178
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   137.34280837
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ScGa
_chemical_formula_sum   'Sc2 Ga2'
_cell_volume   77.51229408
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.13996249  0.86003909  0.25000012  1
  Sc  Sc1  1  0.86003909  0.13996249  0.75000035  1
  Ga  Ga2  1  0.41897372  0.58102786  0.25000012  1
  Ga  Ga3  1  0.58102786  0.41897372  0.75000035  1
",-2.7915440752279714
141,JVASP-16922,"# generated using pymatgen
data_YTiO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.84229119
_cell_length_b   3.84229119
_cell_length_c   3.84229119
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   YTiO3
_chemical_formula_sum   'Y1 Ti1 O3'
_cell_volume   56.72451928
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.00000000  0.00000000  0.00000000  1
  Ti  Ti1  1  0.50000015  0.50000015  0.50000015  1
  O  O2  1  0.00000000  0.50000015  0.50000015  1
  O  O3  1  0.50000015  0.00000000  0.50000015  1
  O  O4  1  0.50000015  0.50000015  0.00000000  1
",-3.5542358318353946
142,JVASP-14724,"# generated using pymatgen
data_CoN
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.96731505
_cell_length_b   2.96731505
_cell_length_c   2.96731505
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CoN
_chemical_formula_sum   'Co1 N1'
_cell_volume   18.47463984
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Co  Co0  1  0.00000000  0.00000000  0.00000000  1
  N  N1  1  0.24999983  0.24999983  0.24999983  1
",-14.497444727911297
143,JVASP-16260,"# generated using pymatgen
data_FeIr3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.74413712
_cell_length_b   3.74413712
_cell_length_c   3.74413712
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   FeIr3
_chemical_formula_sum   'Fe1 Ir3'
_cell_volume   52.48742120
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Fe  Fe0  1  0.00000000  0.00000000  0.00000000  1
  Ir  Ir1  1  0.00000000  0.49999962  0.49999962  1
  Ir  Ir2  1  0.49999962  0.49999962  0.00000000  1
  Ir  Ir3  1  0.49999962  0.00000000  0.49999962  1
",-1.8913412506179181
144,JVASP-56205,"# generated using pymatgen
data_VP
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.27940337
_cell_length_b   3.27940337
_cell_length_c   5.78934276
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   VP
_chemical_formula_sum   'V2 P2'
_cell_volume   53.91996130
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.66666698  0.33333294  0.75000036  1
  V  V1  1  0.33333294  0.66666588  0.25000012  1
  P  P2  1  0.00000000  0.00000000  0.50000024  1
  P  P3  1  0.00000000  0.00000000  0.00000000  1
",-5.589640660990011
145,JVASP-36405,"# generated using pymatgen
data_TaC
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.02418335
_cell_length_b   3.02418335
_cell_length_c   2.85800222
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TaC
_chemical_formula_sum   'Ta1 C1'
_cell_volume   22.63650780
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ta  Ta0  1  0.00000000  0.00000000  0.00000000  1
  C  C1  1  0.33333328  0.66666657  0.50000039  1
",-16.104558147243274
146,JVASP-139471,"# generated using pymatgen
data_AgF2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.12285298
_cell_length_b   4.05816852
_cell_length_c   4.06431989
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AgF2
_chemical_formula_sum   'Ag1 F2'
_cell_volume   51.50738478
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.00000000  0.49999982  0.49999999  1
  F  F1  1  0.00000000  0.00000000  0.49999999  1
  F  F2  1  0.00000000  0.49999982  0.00000000  1
",-0.6939255059382906
